ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: nasal canula is on face , pt removed from nose	1	2.40835661210695E-07		
Other: Aerosilized nebulizer	1	2.40835661210695E-07		
Other: tracvh collar	1	2.40835661210695E-07		
Other: Blow by via FM	1	2.40835661210695E-07		
Other: HFNC and 21% cool mist	1	2.40835661210695E-07		
Other: 21% face tent	1	2.40835661210695E-07		
Other: Facial tent	1	2.40835661210695E-07		
Other: humdified oxygen via shovel mask	1	2.40835661210695E-07		
Other: Mist oxygen. Mom holding	1	2.40835661210695E-07		
Other: 15L Neb mask held in front of pt	1	2.40835661210695E-07		
Other: neb mask held infront of pt while NC added	1	2.40835661210695E-07		
Other: humidified o2 via trach mask via home routine	1	2.40835661210695E-07		
Other: humidified o2 per home routine	1	2.40835661210695E-07		
Other: Saline nebulizer.	1	2.40835661210695E-07		
Other: nasal cannula turned on, but on the bed pt not wearing	1	2.40835661210695E-07		
Other: HME 1L bleed in	1	2.40835661210695E-07		
Other: simple mask next to face	1	2.40835661210695E-07		
Other: Hospital ventilator	1	2.40835661210695E-07		
Other: ambu bag with positive pressure	1	2.40835661210695E-07		
Other: NP notified about increased O2 requirement	1	2.40835661210695E-07		
Other: post-neb	1	2.40835661210695E-07		
Other: Bag and mask	1	2.40835661210695E-07		
Other: humidivent	1	2.40835661210695E-07		
Other: Oximyzier	1	2.40835661210695E-07		
Other: ro	1	2.40835661210695E-07		
Other: Face Mask 50%	1	2.40835661210695E-07		
Other: trach mask 30 % oxygen	1	2.40835661210695E-07		
Other: 28 % trach mask	1	2.40835661210695E-07		
Other: Blow by for help with nausea	1	2.40835661210695E-07		
Other: Room Arm	1	2.40835661210695E-07		
Other: face mask 10L	1	2.40835661210695E-07		
Nonrebreather mask, Other: sfm	1	2.40835661210695E-07		
Other: decreased to 30 % trach mist	1	2.40835661210695E-07		
Other: face mask normal saline mist	1	2.40835661210695E-07		
Other: 40% O2 mist	1	2.40835661210695E-07		
Other: RA trial/ BBo2 mist	1	2.40835661210695E-07		
Other: 28% FiO2 via trach collar	1	2.40835661210695E-07		
Other: bagging patient by Resp therapist	1	2.40835661210695E-07		
Other: 30% FACE MASK	1	2.40835661210695E-07		
Other: Nebulizer Tx.	1	2.40835661210695E-07		
Other: 40% Face mask	1	2.40835661210695E-07		
Other: 40% FM	1	2.40835661210695E-07		
Other: 40 tc	1	2.40835661210695E-07		
Other: Caugh assist done 3 cycles of 5 breaths. Patient did not caugh any secretion	1	2.40835661210695E-07		
Other: 40 mist	1	2.40835661210695E-07		
Other: 40% mist\	1	2.40835661210695E-07		
Other: via Neb	1	2.40835661210695E-07		
Other: humidified mist with Face Mask	1	2.40835661210695E-07		
Other: humidified mist via FM	1	2.40835661210695E-07		
Other: 50%facemask	1	2.40835661210695E-07		
Other: Face mask and occasional BVM assistance	1	2.40835661210695E-07		
Other: room air. toleratimg trial off bipap	1	2.40835661210695E-07		
Other: Blow by o2	1	2.40835661210695E-07		
Other: 40 % facemask	1	2.40835661210695E-07		
Other: 28 % by facemask	1	2.40835661210695E-07		
Other: fACEMASK	1	2.40835661210695E-07		
Other: 3 L NC	1	2.40835661210695E-07		
Other: aerosol mask at 35%	1	2.40835661210695E-07		
Other: Mask 35% 02	1	2.40835661210695E-07		
Other: cub mist	1	2.40835661210695E-07		
Other: pt. on room air	1	2.40835661210695E-07		
Other: nen teatment via mask	1	2.40835661210695E-07		
Other: Fi02	1	2.40835661210695E-07		
Other: face mask 100%	1	2.40835661210695E-07		
Other: entilator	1	2.40835661210695E-07		
Other: 6% BB	1	2.40835661210695E-07		
Other: racemic epi neb via pediatric mask held up to pt by dad	1	2.40835661210695E-07		
Other: cool mist  mask	1	2.40835661210695E-07		
Other: .5 L nasal cannula	1	2.40835661210695E-07		
Other: not using blow by	1	2.40835661210695E-07		
Other: neb treatment running	1	2.40835661210695E-07		
Other: blow by 30%	1	2.40835661210695E-07		
Other: Pt has Nasal trumpet	1	2.40835661210695E-07		
Other: Cone blow-by	1	2.40835661210695E-07		
Other: 11/2 liters by nc	1	2.40835661210695E-07		
Other: neb#2	1	2.40835661210695E-07		
Other: ventilaory	1	2.40835661210695E-07		
Other: MIST CUBE	1	2.40835661210695E-07		
Other: humidified o2 blow by	1	2.40835661210695E-07		
Other: pos pressure airway via bvm	1	2.40835661210695E-07		
Other: Double barrel aerosol and 3L NC.	1	2.40835661210695E-07		
Other: nasal cannula at 1liter/min	1	2.40835661210695E-07		
Other: NC decrease to 1L/min	1	2.40835661210695E-07		
Other: bagges	1	2.40835661210695E-07		
Other: 50% BBO2	1	2.40835661210695E-07		
Other: NC found on lips.	1	2.40835661210695E-07		
Other: aerosol mask 50 per cent	1	2.40835661210695E-07		
Other: Blow-by with humidified NS via mask	1	2.40835661210695E-07		
Other: Double Barrell mask with nasal canula	1	2.40835661210695E-07		
Other: 70% FiO2	1	2.40835661210695E-07		
Other: ansethesia bag	1	2.40835661210695E-07		
Other: off cont neb	1	2.40835661210695E-07		
Other: vente	1	2.40835661210695E-07		
Other: BBO2\	1	2.40835661210695E-07		
Other: humitified 02	1	2.40835661210695E-07		
Other: receiving albuterol via aerosol mask	1	2.40835661210695E-07		
Other: continuous albuterol neb by trach collar	1	2.40835661210695E-07		
Other: nebulized pulmicort	1	2.40835661210695E-07		
Other: cont. nrb	1	2.40835661210695E-07		
Other: Patient recieving nebulizer from simple mask.	1	2.40835661210695E-07		
Other: albuterol neb with o2 @ 6l	1	2.40835661210695E-07		
Other: Mist. simple mask	1	2.40835661210695E-07		
Other: Humidified mist mask	1	2.40835661210695E-07		
Other: bagged by Dr. Bafani	1	2.40835661210695E-07		
Other: nebuliser	1	2.40835661210695E-07		
Other: Nasal Cannula, 100% Blow-By	1	2.40835661210695E-07		
Other: neb via mouthpiece	1	2.40835661210695E-07		
Other: oxygen cone funnel	1	2.40835661210695E-07		
Other: fish face mask	1	2.40835661210695E-07		
Other: 1/16 LPM	1	2.40835661210695E-07		
Other: single-barrel facemask	1	2.40835661210695E-07		
Other: mist mask 40%	1	2.40835661210695E-07		
Other: nasal cannula with double  barrel blow by 02	1	2.40835661210695E-07		
Other: nasal cannula with db bbo2	1	2.40835661210695E-07		
Other: neb and cannula	1	2.40835661210695E-07		
Other: 8 liters	1	2.40835661210695E-07		
Other: Humified air via trach collar	1	2.40835661210695E-07		
Other: trach mask with humidified 02	1	2.40835661210695E-07		
Other: racemic epinephrine nebulizer	1	2.40835661210695E-07		
Other: face tent at 40% via blow by	1	2.40835661210695E-07		
Other: receiving Xopenex Rx with 7lpm nc as well as 8lpm via neb	1	2.40835661210695E-07		
Other: AFM	1	2.40835661210695E-07		
Other: cont alb.	1	2.40835661210695E-07		
Other: double barrel infant cube	1	2.40835661210695E-07		
Other:  bagged Nebulizer	1	2.40835661210695E-07		
Other: combineb in progress	1	2.40835661210695E-07		
Other: high flow rescue mask	1	2.40835661210695E-07		
Other:  neb	1	2.40835661210695E-07		
Other: peep from anesthesia	1	2.40835661210695E-07		
Other: 0.5 nc o2	1	2.40835661210695E-07		
Other: 2  liter	1	2.40835661210695E-07		
Other: pt on rm air to eat breakfast	1	2.40835661210695E-07		
Other: 45% humidified O2 scoop	1	2.40835661210695E-07		
Other: nasal cannula d/c'd	1	2.40835661210695E-07		
Other: nebulizer with mask	1	2.40835661210695E-07		
Other: coninuous albuterol	1	2.40835661210695E-07		
Other: nasal cannula on 125 cc of oxygen	1	2.40835661210695E-07		
Other: Pt did not accept treatment.	1	2.40835661210695E-07		
Other: room air cool humidification trach collar	1	2.40835661210695E-07		
Other: setting 1 on  portable	1	2.40835661210695E-07		
Other: Pt. sleeping at this time. Mom request not to wake. Mom states she will have nurse call if/when she is awake.	1	2.40835661210695E-07		
Other: NC and simple mask for Oxygen	1	2.40835661210695E-07		
Other: Heilox off at this time	1	2.40835661210695E-07		
Other: nebulizer with NS	1	2.40835661210695E-07		
Other: mist cube-46 %	1	2.40835661210695E-07		
Other: pt on room air	1	2.40835661210695E-07		
Other: AVAP Mask.	1	2.40835661210695E-07		
Other: changed to 100% humidified O2	1	2.40835661210695E-07		
Other: albuterol treatment in progress	1	2.40835661210695E-07		
Other: ambubaged	1	2.40835661210695E-07		
Other: nebulizer treatments-	1	2.40835661210695E-07		
Other: Trach Collar`	1	2.40835661210695E-07		
Other: aerosol mask with cont. alb.	1	2.40835661210695E-07		
Other: Facet ent	1	2.40835661210695E-07		
Other: TRACH COLLAR INTACTED	1	2.40835661210695E-07		
Other: humidified oxygen 40%	1	2.40835661210695E-07		
Other: 3/4 nasal cannula	1	2.40835661210695E-07		
Other: 50% simple mask and 4L NC	1	2.40835661210695E-07		
Other: 50% simple mask and 3L NC	1	2.40835661210695E-07		
Other: neb treatment.	1	2.40835661210695E-07		
Other: albuterrol neb	1	2.40835661210695E-07		
Other: bagged ventilation	1	2.40835661210695E-07		
Other: 40% Humidified O2	1	2.40835661210695E-07		
Other: face bagging	1	2.40835661210695E-07		
Other: bag mask/sct./HR 68/Sat 35%	1	2.40835661210695E-07		
Other: sccop mask with humidified O2	1	2.40835661210695E-07		
Other: +Trach	1	2.40835661210695E-07		
Other: pt in bed	1	2.40835661210695E-07		
Other: trach/hme	1	2.40835661210695E-07		
Other: trach: hme	1	2.40835661210695E-07		
Other: Continuous Neb Heliox Mix 70/30	1	2.40835661210695E-07		
Other: on heliox	1	2.40835661210695E-07		
Other: HUMIDIFIED VENTIMASK	1	2.40835661210695E-07		
Other: anesthesia bagg	1	2.40835661210695E-07		
Other: 1L O2 inline	1	2.40835661210695E-07		
Other: mini neb  treatment	1	2.40835661210695E-07		
Other: Simple mask with oral airway.	1	2.40835661210695E-07		
Other: blow-by @ 100%	1	2.40835661210695E-07		
Other: blo-by100%	1	2.40835661210695E-07		
Other: Humidfied O2 via trach	1	2.40835661210695E-07		
Other: CPT vest	1	2.40835661210695E-07		
Other: Bag mask ventilation by C-med	1	2.40835661210695E-07		
Other: bagged ventilated.	1	2.40835661210695E-07		
Other: 2.5lpm NC	1	2.40835661210695E-07		
Other: 1.5 bleed into C. NEB	1	2.40835661210695E-07		
Other: Double barrel face mask	1	2.40835661210695E-07		
Other: Speaking valve with O2 port	1	2.40835661210695E-07		
Other: nasal canula with prings cut off	1	2.40835661210695E-07		
Other: Doulble Barrel	1	2.40835661210695E-07		
Other: trial mask	1	2.40835661210695E-07		
Other: humidiefied mask	1	2.40835661210695E-07		
Other: 40%humidified trach collar	1	2.40835661210695E-07		
Other: in MRI	1	2.40835661210695E-07		
Other: nebulizer with oxygen, no med	1	2.40835661210695E-07		
Other: hand bag ventilation	1	2.40835661210695E-07		
Other: cool mist at bedside	1	2.40835661210695E-07		
Other: humidified 02 place at 1130	1	2.40835661210695E-07		
Other: Placed back on nasal cannula d/t  increased wob and saturation drift to low 90s	1	2.40835661210695E-07		
Other: face tent with humidified O2	1	2.40835661210695E-07		
Other: trach mask via swedish node	1	2.40835661210695E-07		
Other: Humidified blow by for comfort	1	2.40835661210695E-07		
Other: NC and BB02	1	2.40835661210695E-07		
Other: NC and blow by 02	1	2.40835661210695E-07		
Other: aerosal O2 via face mask	1	2.40835661210695E-07		
Other: awake mom at bedside	1	2.40835661210695E-07		
Other: 40% FM up	1	2.40835661210695E-07		
Other: using nebulizer mask with NS	1	2.40835661210695E-07		
Other: 1.5 liters via track and ventilater	1	2.40835661210695E-07		
Other: humidified O2 viascoop mask	1	2.40835661210695E-07		
Other: endd tidal	1	2.40835661210695E-07		
Other: speaking valve + 2L O2	1	2.40835661210695E-07		
Other: using wrap around probe	1	2.40835661210695E-07		
Other: HME wiht 02 port	1	2.40835661210695E-07		
Other: Coughing while suctioning. Desat to 80s. HME with O2 replaced. Sats resolved.	1	2.40835661210695E-07		
Other: #9 oral air way placed Dr. Munoz notified. Breathing much better better tidal volumes.	1	2.40835661210695E-07		
Other: facemask with humidifed O2-	1	2.40835661210695E-07		
Other: trach 4.5 bivona	1	2.40835661210695E-07		
Other: Humidified mist	1	2.40835661210695E-07		
Other: complaining of feeling nausea and light-headed	1	2.40835661210695E-07		
Other: trach nose.	1	2.40835661210695E-07		
Other: Facemask CPAP	1	2.40835661210695E-07		
Other: trach HME port	1	2.40835661210695E-07		
Other: Heliox/Continuous Albuterol	1	2.40835661210695E-07		
Other: mist 100%	1	2.40835661210695E-07		
Other: no on pt	1	2.40835661210695E-07		
Other: mist at 40% O2	1	2.40835661210695E-07		
Other: blow-by and  1L NC	1	2.40835661210695E-07		
Other: racinic epi treatment	1	2.40835661210695E-07		
Other: guite a bit when taking bp	1	2.40835661210695E-07		
Other: humidified mist for comfort	1	2.40835661210695E-07		
Other: on home vent.	1	2.40835661210695E-07		
Other: bag/mask by anesthesia	1	2.40835661210695E-07		
Other: bagging via ETT	1	2.40835661210695E-07		
Other: Trach masdk with Albuterol/Atrovent	1	2.40835661210695E-07		
Other: albuterol nebulizer administered	1	2.40835661210695E-07		
Other: extra oxygen applied facially for shallow breathing and mouth breathing, in addition to the nasal cannula	1	2.40835661210695E-07		
Other: blowby humidified mist	1	2.40835661210695E-07		
Other: neb tx up	1	2.40835661210695E-07		
Other: Simple mask but, away from face/	1	2.40835661210695E-07		
Other: NO2	1	2.40835661210695E-07		
Other: Humidified RA secondary to increased secretions during MRI	1	2.40835661210695E-07		
Other: pt recieving humidified O2 via neb setup for transport to ICU	1	2.40835661210695E-07		
Other: contin albuterol	1	2.40835661210695E-07		
Other: nebulized with albuterol	1	2.40835661210695E-07		
Other: jaw thrust chin lift with face mask by anesthesia	1	2.40835661210695E-07		
Other: N2O at 50% started	1	2.40835661210695E-07		
Other: blowby with ambu	1	2.40835661210695E-07		
Other: oxygen delived throuh bag mask	1	2.40835661210695E-07		
Other: IV inserted	1	2.40835661210695E-07		
Other: cool mist, blow by	1	2.40835661210695E-07		
Other: albuterol neb completed	1	2.40835661210695E-07		
Other: TrACH	1	2.40835661210695E-07		
Other: handbag for vent at bedside	1	2.40835661210695E-07		
Other: neb treatment in process	1	2.40835661210695E-07		
Other: Hand held nebulizer	1	2.40835661210695E-07		
Other: sxoop	1	2.40835661210695E-07		
Other: vent dependent on room air.	1	2.40835661210695E-07		
Other: pt had taken nasal cannula off, put pt back on nasal cannula	1	2.40835661210695E-07		
Other: facemask ventilation	1	2.40835661210695E-07		
Other: Alb neb continuing	1	2.40835661210695E-07		
Other: HMI with oxygen port	1	2.40835661210695E-07		
Other: ambu bag to face and nasal canula at 2 L	1	2.40835661210695E-07		
Other: t piece	1	2.40835661210695E-07		
Other: hand bagged by anes.	1	2.40835661210695E-07		
Other: 2.5 L NC 50% blowby	1	2.40835661210695E-07		
Other: 2 L NC 35% blow by	1	2.40835661210695E-07		
Other: wearing mist mask. HOB upright	1	2.40835661210695E-07		
Other: 10L	1	2.40835661210695E-07		
Other: pt ventilated via bag mask by anesthesia for transport	1	2.40835661210695E-07		
Other: 6 L oxygen, trach collar	1	2.40835661210695E-07		
Other: 100% FiO2 via mask	1	2.40835661210695E-07		
Other: nose mask	1	2.40835661210695E-07		
Other: nose mask - with 50% N2O	1	2.40835661210695E-07		
Other: hand bag-mask	1	2.40835661210695E-07		
Other: NO2 off, O2 @2L	1	2.40835661210695E-07		
Other: hudified 02/cool mist	1	2.40835661210695E-07		
Other: Nitrous down at 0751	1	2.40835661210695E-07		
Other: C-pap with nasal trumpet in place	1	2.40835661210695E-07		
Other: simple mask and nasal cannula	1	2.40835661210695E-07		
Other: HME withoxygen port	1	2.40835661210695E-07		
Other: home mouse cannula	1	2.40835661210695E-07		
Other: Ventilator (Trilogy)	1	2.40835661210695E-07		
Other: albuterol fish mask	1	2.40835661210695E-07		
Other: 100% oxygen administor at 6L per min	1	2.40835661210695E-07		
Other: oxygen 6L n2o at 50	1	2.40835661210695E-07		
Other: humidified mask at 35%	1	2.40835661210695E-07		
Other: N2O turned off	1	2.40835661210695E-07		
Other: oxymiter	1	2.40835661210695E-07		
Other: Nasal cannula in mouth	1	2.40835661210695E-07		
Other: neb tx from VNA	1	2.40835661210695E-07		
Other: .5	1	2.40835661210695E-07		
Other: nasal trumpett	1	2.40835661210695E-07		
Other: 2L FM	1	2.40835661210695E-07		
Other: Humidified oxygen to 4.0 uncuffed trache	1	2.40835661210695E-07		
Other: ambu bag for rescue breaths	1	2.40835661210695E-07		
Other: Tacheostomy HME	1	2.40835661210695E-07		
Other: fussing	1	2.40835661210695E-07		
Other: NEB TX	1	2.40835661210695E-07		
Other: FIO2 %50	1	2.40835661210695E-07		
Other: Misted face shield	1	2.40835661210695E-07		
Other: lma	1	2.40835661210695E-07		
Other: trach collar humidified	1	2.40835661210695E-07		
Other: Albuterol given	1	2.40835661210695E-07		
Other: hmne	1	2.40835661210695E-07		
Other: hand bag CPAP	1	2.40835661210695E-07		
Other: Bipap/ room air started	1	2.40835661210695E-07		
Other: Unable to obtain NBP due to pt iriation	1	2.40835661210695E-07		
Other: pre- sputum induction	1	2.40835661210695E-07		
Other: 10 liter.	1	2.40835661210695E-07		
Other: O2 concentrator	1	2.40835661210695E-07		
Other: Simple mask helium	1	2.40835661210695E-07		
Other: rec'ving saline neb	1	2.40835661210695E-07		
Other: nebulizer with albuterol	1	2.40835661210695E-07		
Other: 40% per aerosal mask	1	2.40835661210695E-07		
Other: RT at bedside transferrring pt onto CPAP	1	2.40835661210695E-07		
Other: humidifed oxygen	1	2.40835661210695E-07		
Other: Neb and Nasal Cannula	1	2.40835661210695E-07		
Other: humdiif oxygen via shovel mask	1	2.40835661210695E-07		
Other: budesonide neb running	1	2.40835661210695E-07		
Other: 0.5NC	1	2.40835661210695E-07		
Other: Hospital vent for the scan	1	2.40835661210695E-07		
Other: HME wtih O2 port	1	2.40835661210695E-07		
Other: Ambu blow by	1	2.40835661210695E-07		
Other: neb treatment via face mask	1	2.40835661210695E-07		
