ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: RA with humidification	1	1.61545068731773E-07		
Other: Home HME	1	1.61545068731773E-07		
Other: blood gas	1	1.61545068731773E-07		
Other: neb & NC	1	1.61545068731773E-07		
Other: 6L neb	1	1.61545068731773E-07		
Other: room air mist in crib	1	1.61545068731773E-07		
Other: BIPAP via vent	1	1.61545068731773E-07		
Other: on anesthesia bag	1	1.61545068731773E-07		
Other: pts mother removed trach collar	1	1.61545068731773E-07		
Other: speaking valve with 4L bleed in	1	1.61545068731773E-07		
Other: speaking valve with humitified FiO2	1	1.61545068731773E-07		
Other: speakng valve with humidified O2	1	1.61545068731773E-07		
Other: decreased oxygen to 50%	1	1.61545068731773E-07		
Other: Room air.	1	1.61545068731773E-07		
Other: face mASK	1	1.61545068731773E-07		
Other: bag/mask ventilation	1	1.61545068731773E-07		
Other: 40% trach mask	1	1.61545068731773E-07		
Other: blowby&nasal canula	1	1.61545068731773E-07		
Other:  0.100	1	1.61545068731773E-07		
Other: Patient with 100% O2 via non rebreather. Ventolin Nebulizer treatment given.	1	1.61545068731773E-07		
Other: 100cc oxygen	1	1.61545068731773E-07		
Other: 100cc 02	1	1.61545068731773E-07		
Other: o.5 l nasal cannula	1	1.61545068731773E-07		
Other: nc 0.5 L	1	1.61545068731773E-07		
Other: 1 Liter NC	1	1.61545068731773E-07		
Other: open infant cube	1	1.61545068731773E-07		
Other: continuos neb stopped	1	1.61545068731773E-07		
Other: with Neb	1	1.61545068731773E-07		
Other: double barrel shovel mask blowby	1	1.61545068731773E-07		
Other: Atrovent MDI with spacer & mask	1	1.61545068731773E-07		
Other: Atrovent MDI with spacer.	1	1.61545068731773E-07		
Other: face vent	1	1.61545068731773E-07		
Other: Patient given first Q1 hr. Albuterol treatment via hand held nebulizer, tolerated trial off cont.neb well with increased aeration bilaterally, patient has strong productive cough.	1	1.61545068731773E-07		
Other: 1/2 litre nasal canula	1	1.61545068731773E-07		
Other: AT 40%	1	1.61545068731773E-07		
Other: BBO2 at 40 %	1	1.61545068731773E-07		
Other: 0.25 L NC	1	1.61545068731773E-07		
Other: NC 1/8L	1	1.61545068731773E-07		
Other: 1/5L NC	1	1.61545068731773E-07		
Other: nasal canula .5 L	1	1.61545068731773E-07		
Other: mist tant	1	1.61545068731773E-07		
Other: LOW FLOW	1	1.61545068731773E-07		
Other: Albuterol neb given x 1	1	1.61545068731773E-07		
Other: deep breathing with respiratory therapist	1	1.61545068731773E-07		
Double-barrel, high-flow high-FiO2 aerosol mask, Other: nasal cannula	1	1.61545068731773E-07		
Other: room	1	1.61545068731773E-07		
Other: albuterol nebulizer on	1	1.61545068731773E-07		
Other: 1L Nasal Canula	1	1.61545068731773E-07		
Other: 1.5 liters nasal cannula	1	1.61545068731773E-07		
Other: DOUBLE BARREL BLOW BY	1	1.61545068731773E-07		
Other: Oxygen mist cube	1	1.61545068731773E-07		
Aerosol mask, Other: humidified air	1	1.61545068731773E-07		
Other: nasal cannula, humified	1	1.61545068731773E-07		
Other: double barrel, high flow trach collar	1	1.61545068731773E-07		
Other: double barrell high flow	1	1.61545068731773E-07		
Other: Shift Test	1	1.61545068731773E-07		
Other: 2 puffs albuterol	1	1.61545068731773E-07		
Other: Cough assist treatment given; 3 sets of 4, with pressures of  -30 and +30.  Patient very cooperative. Dry cough after treatment.	1	1.61545068731773E-07		
Other: double barrell mist tent	1	1.61545068731773E-07		
Other: lo-flo	1	1.61545068731773E-07		
Other: 2 NC	1	1.61545068731773E-07		
Other: cont albuterol via mask	1	1.61545068731773E-07		
Other: 0.03	1	1.61545068731773E-07		
Other: Abag/mask	1	1.61545068731773E-07		
Other: LowFlow	1	1.61545068731773E-07		
Other: albuterol neb running	1	1.61545068731773E-07		
Other: Hi-flow NC and double barrel aerosol face mask	1	1.61545068731773E-07		
Other: nasal cannula @ 0.5L	1	1.61545068731773E-07		
Other: 2 Liter NC	1	1.61545068731773E-07		
Other: double barrell, shovel mask	1	1.61545068731773E-07		
Other: hand-bag-ETT	1	1.61545068731773E-07		
Other: lo flow nasal cannula	1	1.61545068731773E-07		
4	1	1.61545068731773E-07		
96	1	1.61545068731773E-07		
Other: ambu by md-pt intubated	1	1.61545068731773E-07		
Other: 100% O2 through A-Bag while holding CPAP.	1	1.61545068731773E-07		
Other: doubke barrell trach collar	1	1.61545068731773E-07		
pt is watching tv	1	1.61545068731773E-07		
Other: combivent nebulizer via mask	1	1.61545068731773E-07		
Other: FACE MASK SIMPLE	1	1.61545068731773E-07		
Other: positive pressure by Anesthesiologist	1	1.61545068731773E-07		
Other: 70%	1	1.61545068731773E-07		
Other: during Albuterol neb	1	1.61545068731773E-07		
Other: waking and pushing oxygen away	1	1.61545068731773E-07		
Other: Nasal Can	1	1.61545068731773E-07		
Other: RA cool mist.	1	1.61545068731773E-07		
Other: nasal cannula-2 litres	1	1.61545068731773E-07		
132	1	1.61545068731773E-07		
Other: humidified trach color	1	1.61545068731773E-07		
Other: pt doing neb	1	1.61545068731773E-07		
Other: neb set up	1	1.61545068731773E-07		
Other: simple mask oral airway	1	1.61545068731773E-07		
Other: TOBI Neb	1	1.61545068731773E-07		
Other: Trac capped	1	1.61545068731773E-07		
Other: placed on HME valve	1	1.61545068731773E-07		
Other: ETT T PIECE TO HUMIDIFIED O2	1	1.61545068731773E-07		
Other: non rebreather face mask	1	1.61545068731773E-07		
Other: room air challenge, pre ned, sat 88%. neb given	1	1.61545068731773E-07		
Other: neb just finished	1	1.61545068731773E-07		
Other: neb and NC	1	1.61545068731773E-07		
Other: not near face	1	1.61545068731773E-07		
Other: face	1	1.61545068731773E-07		
Other: room is cool	1	1.61545068731773E-07		
Other: ns neb given	1	1.61545068731773E-07		
Other: Albuterol neb at this time	1	1.61545068731773E-07		
Other: blow by in crib but not directly up to face	1	1.61545068731773E-07		
Other: nasal can.	1	1.61545068731773E-07		
Other: bag valve mask/intubated	1	1.61545068731773E-07		
Other: humidified O2 blow byu	1	1.61545068731773E-07		
Other: low flow nasal canula 1/8 L	1	1.61545068731773E-07		
Other: BBO2 with Nasal cannula at 1.5 l	1	1.61545068731773E-07		
Other: Double Barrow	1	1.61545068731773E-07		
Other: Double Barrell	1	1.61545068731773E-07		
Other: nasal cannula put back on	1	1.61545068731773E-07		
Other: albuterol Neb on 5L O2	1	1.61545068731773E-07		
Other: 30% humidified O2 via facemask	1	1.61545068731773E-07		
Other: HME 1.5 liters	1	1.61545068731773E-07		
Other: simple mask via neb	1	1.61545068731773E-07		
Other: face tent mist	1	1.61545068731773E-07		
Other: Face mask when compliant, NC on 7L.	1	1.61545068731773E-07		
Other: 35% O2 ventilator	1	1.61545068731773E-07		
Other: Nasal can	1	1.61545068731773E-07		
Other: BB for humidified mist for comfort (no O2 delivery)	1	1.61545068731773E-07		
Other: albuterol neb in process	1	1.61545068731773E-07		
Other: Blow-by double barrel	1	1.61545068731773E-07		
Other: None off HFNC	1	1.61545068731773E-07		
Other: 2 liter cannuala	1	1.61545068731773E-07		
Other: nasal canular/end tidal	1	1.61545068731773E-07		
Other: nasal cannula 1.5L	1	1.61545068731773E-07		
Other: anesthesia bag mask -spont breathing	1	1.61545068731773E-07		
Other: 40% shovel mask	1	1.61545068731773E-07		
Other: Nasa cannula	1	1.61545068731773E-07		
Other: face mask with humified o2 placed	1	1.61545068731773E-07		
Other: humidified blo by	1	1.61545068731773E-07		
Other: off nasal cannula	1	1.61545068731773E-07		
Other: BBO2 MIST	1	1.61545068731773E-07		
Other: Pt awake for vs	1	1.61545068731773E-07		
Other: 02 Spot checked by Portable Monitor	1	1.61545068731773E-07		
Other: NCAP	1	1.61545068731773E-07		
Other: 0xygen via trach  2LPM	1	1.61545068731773E-07		
Other: nasual canulea	1	1.61545068731773E-07		
Other: coughed out airway without incident	1	1.61545068731773E-07		
Other: aerosole mask	1	1.61545068731773E-07		
Other: cool mist in place	1	1.61545068731773E-07		
Other: NC 5 L	1	1.61545068731773E-07		
Other: NC 3L PLUS 50% via trach collar because of significant leak from mouth and around trach site	1	1.61545068731773E-07		
Other: continuous neb d/c'd	1	1.61545068731773E-07		
Other: helium	1	1.61545068731773E-07		
Other: Humidified O2 by blow-by	1	1.61545068731773E-07		
Other: 3 LNC with .35 blowby	1	1.61545068731773E-07		
Other: continuos albuterol and heliox	1	1.61545068731773E-07		
Other: continuous albuterol &heliox	1	1.61545068731773E-07		
Other: extention valve	1	1.61545068731773E-07		
Other: PMV with O2 bleed	1	1.61545068731773E-07		
Other: bouble barrel trach collar	1	1.61545068731773E-07		
Other: double barrell TC	1	1.61545068731773E-07		
Other: Nasal Pillows 16/8 30%Fio2	1	1.61545068731773E-07		
Other: nasal cannula at 3 liters/m	1	1.61545068731773E-07		
Other: n/c @3L & BBO2	1	1.61545068731773E-07		
Other: neb at 4l	1	1.61545068731773E-07		
Other: O2 SAt ranging 93-97% ra Dr. Goobie assessing pt; pt remains sleepy; parents feel he may be going into usual nap.	1	1.61545068731773E-07		
Other: pressure supp	1	1.61545068731773E-07		
Other: nC on 1.5 L	1	1.61545068731773E-07		
Other: Nasal Cannula 2 L	1	1.61545068731773E-07		
Other: nassal cannu;a	1	1.61545068731773E-07		
Other: continuos mask	1	1.61545068731773E-07		
Other: Bubble cpap with ram cannula	1	1.61545068731773E-07		
Other: speaking valve with 02 port place	1	1.61545068731773E-07		
Other: 40% blow by o2 via face mask	1	1.61545068731773E-07		
Other: Receiving Neb treatment	1	1.61545068731773E-07		
Other: 02 1 liter through hme/trach	1	1.61545068731773E-07		
Other: low flow nacal canula	1	1.61545068731773E-07		
Other: HME with RA	1	1.61545068731773E-07		
Other: Other PMV	1	1.61545068731773E-07		
Other: Passy valve with O2.	1	1.61545068731773E-07		
Other: speaking vallve	1	1.61545068731773E-07		
Other: Bipap	1	1.61545068731773E-07		
Other: ECMO circuit	1	1.61545068731773E-07		
Other: Simple mask with aerosol hose	1	1.61545068731773E-07		
Other: maintaining peep, minimal ventilation	1	1.61545068731773E-07		
Other: Alb Neb	1	1.61545068731773E-07		
Other: trach collar with double barrel	1	1.61545068731773E-07		
Other: hi fi vent	1	1.61545068731773E-07		
Other: trial on room air and now humidified blow by	1	1.61545068731773E-07		
Other: ambu bag in front of HME.	1	1.61545068731773E-07		
Other: Passey valve with O2	1	1.61545068731773E-07		
Other: shovel,n/c	1	1.61545068731773E-07		
Other: 2 liters nasal cannula  - Room air sats 94%	1	1.61545068731773E-07		
Other: HI flow bag mask - unassited	1	1.61545068731773E-07		
Other: Nasal Cannala	1	1.61545068731773E-07		
Other: Aritificial nose	1	1.61545068731773E-07		
Other: Blow bi applied and pt to 98%	1	1.61545068731773E-07		
Other: infant cannula	1	1.61545068731773E-07		
Other: Pari mask for albuterol neb	1	1.61545068731773E-07		
Other: holding CPAP with facemask	1	1.61545068731773E-07		
Other: abag desat to 60 sxn. resident at bedside. pt placed on bipap.	1	1.61545068731773E-07		
Other: nasal canusa	1	1.61545068731773E-07		
Other: trach collar with humiditiy	1	1.61545068731773E-07		
Other: cool mist blow-by	1	1.61545068731773E-07		
Other: Passemuir valve	1	1.61545068731773E-07		
Other: anesthesia bag to face, no breaths given	1	1.61545068731773E-07		
Other: spreaking valve	1	1.61545068731773E-07		
Other: Capnography-2 L	1	1.61545068731773E-07		
Other: MIV-PC	1	1.61545068731773E-07		
Other: Ocillator	1	1.61545068731773E-07		
Other: .5LPM	1	1.61545068731773E-07		
Other: Heliox Started	1	1.61545068731773E-07		
Other: Nasal Cannua	1	1.61545068731773E-07		
Other: Nebulizer of Racemic Epinephrine	1	1.61545068731773E-07		
Other: nose with O2	1	1.61545068731773E-07		
Other: ambu bag w/ cpap	1	1.61545068731773E-07		
Other: NPVV	1	1.61545068731773E-07		
Other: Pedi NRB Mask	1	1.61545068731773E-07		
Other: nebulizer adm	1	1.61545068731773E-07		
Other: albuteorl neb	1	1.61545068731773E-07		
Other: nebulizr	1	1.61545068731773E-07		
Other: ppv	1	1.61545068731773E-07		
Other: 28% Mist collar	1	1.61545068731773E-07		
Other: Continous Albuterol neb	1	1.61545068731773E-07		
Other: Blow-By for comfort/humidification	1	1.61545068731773E-07		
Other: face shovel	1	1.61545068731773E-07		
Other: back to bed	1	1.61545068731773E-07		
Other: mist BB	1	1.61545068731773E-07		
Other: .5LNC	1	1.61545068731773E-07		
Other: blow by double barrel	1	1.61545068731773E-07		
Other: low flow 1/8	1	1.61545068731773E-07		
Other: Continuous with Heliox	1	1.61545068731773E-07		
Other: isoflorance	1	1.61545068731773E-07		
Other: heliox/cont.	1	1.61545068731773E-07		
Other: Continuous Albuterol with HeO2	1	1.61545068731773E-07		
Other: positive pressure ventilation with mask	1	1.61545068731773E-07		
Other: simple nasal cannula	1	1.61545068731773E-07		
Other: huidifed trach collar	1	1.61545068731773E-07		
Other: double barrel 02 with mist via face mask	1	1.61545068731773E-07		
Other: other	1	1.61545068731773E-07		
Other: Cont albuterol	1	1.61545068731773E-07		
Other: passi muer	1	1.61545068731773E-07		
Other: humidified venti mask	1	1.61545068731773E-07		
Other: intermittent neb until cont arrives	1	1.61545068731773E-07		
Other: cont alb with heliox	1	1.61545068731773E-07		
Other: speaking valve with 02	1	1.61545068731773E-07		
Other: face nask	1	1.61545068731773E-07		
Other: blowby worn	1	1.61545068731773E-07		
Other: Double Barel	1	1.61545068731773E-07		
Other: 1/4 L 02 and speaking valve	1	1.61545068731773E-07		
Other: humified 02	1	1.61545068731773E-07		
Other: face mask (simple mask)	1	1.61545068731773E-07		
Other: NC and BB	1	1.61545068731773E-07		
Other: continous albuterol by trach	1	1.61545068731773E-07		
Other: Neb cont via trach	1	1.61545068731773E-07		
Other: nebulizer rx	1	1.61545068731773E-07		
Other: 3/4 L on trach speavking valvwe	1	1.61545068731773E-07		
Other: 3.4L on trach speaking valve	1	1.61545068731773E-07		
Other: blow by face tent.	1	1.61545068731773E-07		
Other: Oral airway in place	1	1.61545068731773E-07		
Other: nasal canulla-2L	1	1.61545068731773E-07		
Other: nonrebreather-	1	1.61545068731773E-07		
Other: PCV/RAM cannulas	1	1.61545068731773E-07		
Other: passimuir valve with o2	1	1.61545068731773E-07		
Other: humidified O2 via shovel mask; pt tol well	1	1.61545068731773E-07		
Other: humidified 02 room air (28%) per RN	1	1.61545068731773E-07		
Other: albuerol neb	1	1.61545068731773E-07		
Other: continous mist	1	1.61545068731773E-07		
Other: continuous epi neb.	1	1.61545068731773E-07		
Other: Albuterol mask	1	1.61545068731773E-07		
Other: HME with 02 attachment.	1	1.61545068731773E-07		
Other: nonrebreat	1	1.61545068731773E-07		
Other: A bag to ETT	1	1.61545068731773E-07		
Other: 1/8L speaking valve	1	1.61545068731773E-07		
Other: albuterol nebulizer via neb mask	1	1.61545068731773E-07		
Other: nasale cannula	1	1.61545068731773E-07		
Other: adult nasal canula	1	1.61545068731773E-07		
Other: simple mask attached to blue tubing and humidified O2	1	1.61545068731773E-07		
Other: simple mask with blue tubing and humidified O2	1	1.61545068731773E-07		
Other: had been placed back on vent- returned to hand-bag ventilation	1	1.61545068731773E-07		
Other: huidified O2 via blow by	1	1.61545068731773E-07		
Other: humidified blow by O@	1	1.61545068731773E-07		
Other: nasal cannula-2L	1	1.61545068731773E-07		
Other: albuterol ned	1	1.61545068731773E-07		
Other: 100% o2 via bvm	1	1.61545068731773E-07		
Other: CAPPPED	1	1.61545068731773E-07		
Other: simple mask w neb	1	1.61545068731773E-07		
Other: humidified air via blow by'	1	1.61545068731773E-07		
Other: blow by while sleeping	1	1.61545068731773E-07		
Other: ram cannula infant	1	1.61545068731773E-07		
Other: holding facial cpap for desat	1	1.61545068731773E-07		
Other: continous albuterol with Heliox	1	1.61545068731773E-07		
Other: On albuterol treatment	1	1.61545068731773E-07		
Other: racemic epi neb given	1	1.61545068731773E-07		
Other: 2l NC and blow by	1	1.61545068731773E-07		
Other: Mother holding 02 on and off face.	1	1.61545068731773E-07		
Other: changed to NC	1	1.61545068731773E-07		
Other: Nebulizer - albuterol	1	1.61545068731773E-07		
Other: albuterol neb in progress	1	1.61545068731773E-07		
Other: nasal canula  and blowby	1	1.61545068731773E-07		
Other: nasal trumpet patent and intact to R nare.	1	1.61545068731773E-07		
Other: oxygenator in rotoflow circuit	1	1.61545068731773E-07		
Other: ventilator and rotoflow	1	1.61545068731773E-07		
Other: cool mst	1	1.61545068731773E-07		
Other: Cool Misyt	1	1.61545068731773E-07		
Other: cool air msit	1	1.61545068731773E-07		
Other: Cont cool mist	1	1.61545068731773E-07		
Other: Cool Mist.	1	1.61545068731773E-07		
Other: HME for transfer to ambulance	1	1.61545068731773E-07		
Other: via hme	1	1.61545068731773E-07		
Other: continuous albuterol/heliox	1	1.61545068731773E-07		
Other: nasal cannula 1.5 L 02	1	1.61545068731773E-07		
Other: 5 liters O2 via nasal canula, and 15 liters via non-rebbreather .	1	1.61545068731773E-07		
Other: 2L Nasal cannula in addition to face mask	1	1.61545068731773E-07		
Other: receiving nebulizer treatment	1	1.61545068731773E-07		
Other: 02 with sxn	1	1.61545068731773E-07		
Other: 1.5 L NC per baseline + BB02 40%	1	1.61545068731773E-07		
Other: taken off cpap	1	1.61545068731773E-07		
Other: neb by mask	1	1.61545068731773E-07		
Other: nasal Cpap	1	1.61545068731773E-07		
Other: Other: heliox	1	1.61545068731773E-07		
Other: Neb in progress	1	1.61545068731773E-07		
Other: nasal cannula at 2l	1	1.61545068731773E-07		
Other: Nasal Bipap	1	1.61545068731773E-07		
Other: humidified mist at 100 oxygen via face mask	1	1.61545068731773E-07		
Other: BB added	1	1.61545068731773E-07		
Other: During Neb	1	1.61545068731773E-07		
Other: Bipap and blow by	1	1.61545068731773E-07		
Other: neb mask  during neb treatment	1	1.61545068731773E-07		
Other: Heliox: 75/25	1	1.61545068731773E-07		
Other: anesthesia bag to face	1	1.61545068731773E-07		
Other: blowby with BVM 100%	1	1.61545068731773E-07		
Other: BB mist/ Room air	1	1.61545068731773E-07		
Other: uni nneb in progress	1	1.61545068731773E-07		
