Airway Assessment entries	Count	Percentage	Percentage included	Map to
Other: s/p tef	1	1.71740363605263E-07		
No compromise, Other: .	1	1.71740363605263E-07		
Endotracheal tube, Other: critical airway - sign in room	1	1.71740363605263E-07		
No compromise, Other: Hx laryngomalacia	1	1.71740363605263E-07		
Stridorous, Other: Hx laryngomalacia, stridorous at baseline	1	1.71740363605263E-07		
Other: nasal trumpette	1	1.71740363605263E-07		
No compromise, Stridorous, Other: Mild stridor when sleeping	1	1.71740363605263E-07		
Other: s/p trach closure, lung transplant	1	1.71740363605263E-07		
No compromise, Other: soft stridor noted with agitation	1	1.71740363605263E-07		
No compromise, Oropharyngeal airway, Other:	1	1.71740363605263E-07		
No compromise, Other: PT with mild cough	1	1.71740363605263E-07		
Other: stoma site from previous trach, decannulated yesterday evening.	1	1.71740363605263E-07		
No compromise, Other: persistent mornig cough, opccasional rhinorrhea	1	1.71740363605263E-07		
No compromise, Other: Dyspnea with exertion	1	1.71740363605263E-07		
Positional, Other: shoulder roll placed on arrival  with crna	1	1.71740363605263E-07		
No compromise, Other: unable to auscultate lungs due to pt agitated state, but in NAD	1	1.71740363605263E-07		
No compromise, Other: dry cough x 2 days	1	1.71740363605263E-07		
No compromise, Other: patient repositioned	1	1.71740363605263E-07		
Other: Upon arrival, pt. noted to be in sniffing position on stretcher. Eyes open and patient responsive with pale lips and skin. Very congested/tight cough noted. Pt. appeared uncomfortable.	1	1.71740363605263E-07		
Other: LMA IN PLACE	1	1.71740363605263E-07		
Other: paradoxical breathing pattern.	1	1.71740363605263E-07		
No compromise, Other: mom states pt has had stuffy nose but no cough, or fever	1	1.71740363605263E-07		
Other: secretions from mouth and nose	1	1.71740363605263E-07		
Vocal cord paralysis, Other: trach stoma with occulsive dressing	1	1.71740363605263E-07		
Other: patient is overweight and has a lot of soft tissue around his neck	1	1.71740363605263E-07		
Other: on BiPap	1	1.71740363605263E-07		
No compromise, Other: s/p trach, intermittent inspiratory stridor	1	1.71740363605263E-07		
No compromise, Other: Stridor at rest resolved following rac epi nebulizer. Pt. now resting soundly on mother's lap in NAD watching cartoons.	1	1.71740363605263E-07		
Endotracheal tube, Other: ETT placed in Trach Stoma, secured with sutures and tegaderm	1	1.71740363605263E-07		
No compromise, Other: pt has had a cough for several days, no fever or SOB	1	1.71740363605263E-07		
No compromise, Tracheostomy, Other: 6.0 Bivona, capped since Thursday	1	1.71740363605263E-07		
No compromise, Positional, Other: stenosis	1	1.71740363605263E-07		
Other: difficult airway due to SMA	1	1.71740363605263E-07		
Endotracheal tube, Other: trachel mass	1	1.71740363605263E-07		
Other: dismorphic facial features	1	1.71740363605263E-07		
Other: tracheoesophageal fistula	1	1.71740363605263E-07		
Other: Tracheocutaneous fistula, nasal trumpet in place	1	1.71740363605263E-07		
Stridorous, Other: improved from arrival	1	1.71740363605263E-07		
No compromise, Other: albuterol neb held, no wheezing noted	1	1.71740363605263E-07		
No compromise, Stridorous, Other: stridor with crying; resolved when pt calms.	1	1.71740363605263E-07		
Other: noisy breathing, less stridorous	1	1.71740363605263E-07		
Other: vocal tics	1	1.71740363605263E-07		
No compromise, Other: pt with dry cough	1	1.71740363605263E-07		
No compromise, Patent, Other: occasional	1	1.71740363605263E-07		
No compromise, Other: harsh stridor with crying	1	1.71740363605263E-07		
Other: o2 requirement, bronchopumlmoary dysplasia	1	1.71740363605263E-07		
Other: NP removed	1	1.71740363605263E-07		
Other: obsturcting without jaw thrust	1	1.71740363605263E-07		
Other: tracheobronchomalacia with laryngeal cleft, per ORL mild subglottic stenosis, poor mobility of L vocal cord	1	1.71740363605263E-07		
Other: desaturations on exertion	1	1.71740363605263E-07		
Critical, Endotracheal tube, Other: Grade III Cleft	1	1.71740363605263E-07		
Other: hx tracheal stenosis s/p dilation	1	1.71740363605263E-07		
Other: continues with mild non productive cough. s/p diagnosis of influenza	1	1.71740363605263E-07		
Other: cough for 2-3 days	1	1.71740363605263E-07		
Oropharyngeal airway, Other: chest tube	1	1.71740363605263E-07		
Critical, Endotracheal tube, Other: unrepaired Grade III laryngeal cleft	1	1.71740363605263E-07		
No compromise, Other: decreased gag	1	1.71740363605263E-07		
Stridorous, Other: mild/occasional stridor	1	1.71740363605263E-07		
No compromise, Other: Pt states feels lump in throat	1	1.71740363605263E-07		
No compromise, Other: here for cough and increased ork of breathing at home	1	1.71740363605263E-07		
No compromise, Other: Agenesis of R lung, L main bronchial stenosis	1	1.71740363605263E-07		
Other: ?tracheomalacia	1	1.71740363605263E-07		
No compromise, Other: dx'd w/ flu in October 2018 (nasal swab)--took Tamiflu and Tylenol, ?Zofran	1	1.71740363605263E-07		
No compromise, Other: pt c/o non-productive cough	1	1.71740363605263E-07		
No compromise, Other: upper airway comjestion	1	1.71740363605263E-07		
Other: stridorous w/crying, no retractions, no resp distress noted	1	1.71740363605263E-07		
Other: Choanal Atresia	1	1.71740363605263E-07		
Critical, Other: intermittent noisey breathing  r/t vocal cords	1	1.71740363605263E-07		
"No compromise, Other: ""whistly noise"" when breathing, no distress noted- ? nasal congestion vs. upper airway"	1	1.71740363605263E-07		
Stridorous, Other: Pt more stridorous, MD and RNs brought down pt to pre op. Handed off to pre op nurse, she was aware of pt status and updates.	1	1.71740363605263E-07		
Patent, Other: Ambu by anesthesia	1	1.71740363605263E-07		
Stridorous, Other: gasping	1	1.71740363605263E-07		
Positional, Other: hx of bronchomalacia	1	1.71740363605263E-07		
Other: CPAP on upon arrival to PACU	1	1.71740363605263E-07		
Other: audible obstructive noises when agitated	1	1.71740363605263E-07		
Stridorous, Other: mild stridor with agitation	1	1.71740363605263E-07		
Tracheostomy, Other: Bloody mucous with cough during the night	1	1.71740363605263E-07		
Tracheostomy, Other: increased leak noted	1	1.71740363605263E-07		
No compromise, Other: hoarseness at rest	1	1.71740363605263E-07		
"Other: pt with ""tight"" sounding inspiratory gasp, MD aware, assessed at bedside"	1	1.71740363605263E-07		
Edematous, Other: improved tight gasping sound while awake	1	1.71740363605263E-07		
Other: Tracheal retraction. Mother states he does this at baseline but is currently slightly worse.	1	1.71740363605263E-07		
Critical, Unprotected, Other: left lateral , with neck/chin roll.	1	1.71740363605263E-07		
Stridorous, Other: cpap	1	1.71740363605263E-07		
No compromise, Other: mild unproductive cough, no fevers	1	1.71740363605263E-07		
Other: at baseline comfortable on oxygen	1	1.71740363605263E-07		
Other: LMA inplace #5	1	1.71740363605263E-07		
Stridorous, Other: improving per parents	1	1.71740363605263E-07		
Critical, Other: active hemoptysis	1	1.71740363605263E-07		
Other: no voice on 4 L NC	1	1.71740363605263E-07		
Other: significant upper airway congestion from mucousitis	1	1.71740363605263E-07		
Other: airway edema	1	1.71740363605263E-07		
No compromise, Other: Pt woke up, oral airway removed without difficulty	1	1.71740363605263E-07		
Positional, Other: pt required jaw-thrust remover during BVM to achieve adeqaute oxygenation/ventilation	1	1.71740363605263E-07		
Other: anesthesia support airway	1	1.71740363605263E-07		
Tracheostomy, Other: trach with nose attached. mom oriented to wall suction and has her own suction.	1	1.71740363605263E-07		
Other: presented with airway obstrcution, op placed by Dr Landi, pt turned to right side	1	1.71740363605263E-07		
No compromise, Other: Notable severe OSA on sleep study	1	1.71740363605263E-07		
No compromise, Other: No audible wheeze noted post neb	1	1.71740363605263E-07		
No compromise, Other: noisy breathing no stridor	1	1.71740363605263E-07		
Stridorous, Other: neck roll in place, MDs aware of worsening stridor per mom, ordered for another dose of dex	1	1.71740363605263E-07		
Patent, Positional, Other: discussed whether patient needed an oral airway, but reposition and respiratory efforts imporved	1	1.71740363605263E-07		
Tenuous, Other: Pharyngomalacia, Tracheomalacia, Laryngomalacia, bronchomalacia, Type 1 laryngeal cleft, and intermittent sleep hypoxia	1	1.71740363605263E-07		
Positional, Other: Obstructive--has soft collar	1	1.71740363605263E-07		
Positional, Stridorous, Other: Obstructive--has soft collar; intermittently stridorous	1	1.71740363605263E-07		
Other: s/p posterior tracheopexy	1	1.71740363605263E-07		
No compromise, Patent, Positional, Unprotected	1	1.71740363605263E-07		
Other: mild hoarseness	1	1.71740363605263E-07		
No compromise, Other: had croup last week stable today Np to assess mom concerned he has a cough lungs clear	1	1.71740363605263E-07		
Other: intermittant stridor due to mucousitis and congestion, clears with coughing-greatly improving	1	1.71740363605263E-07		
No compromise, Other: Patient with trach; suction PRN	1	1.71740363605263E-07		
No compromise, Other: hoarse, weak cry	1	1.71740363605263E-07		
No compromise, Vocal cord paralysis, Other: L vocal fold immobile, glottic gap	1	1.71740363605263E-07		
Nasopharyngeal airway, Other: upper jaw hypoplasia	1	1.71740363605263E-07		
No compromise, Other: + cough, postnasal drip	1	1.71740363605263E-07		
No compromise, Other: please see anesthesia record	1	1.71740363605263E-07		
No compromise, Other: taking Dophanex inhaler 2x/day for pneumonia	1	1.71740363605263E-07		
Positional, Tenuous, Other: obstructive	1	1.71740363605263E-07		
Other: patient not breathing	1	1.71740363605263E-07		
Positional, Other: pt requires chin lift to open airway and deep NT suction to remove large amount of  thick clear/yellow secrections	1	1.71740363605263E-07		
No compromise, Endotracheal tube, Stenotic, Tenuous	1	1.71740363605263E-07		
No compromise, Patent, Other: slight stridor	1	1.71740363605263E-07		
No compromise, Other: Nasal BiPAP mask on	1	1.71740363605263E-07		
Other: copious mouth secreations	1	1.71740363605263E-07		
No compromise, Other: nosiy breathing	1	1.71740363605263E-07		
No compromise, Other: + cough x 3 days, no fever	1	1.71740363605263E-07		
Stridorous, Other: insp stridor/audible wheezing	1	1.71740363605263E-07		
Positional, Other: Stridorous at times unable to handle secretions	1	1.71740363605263E-07		
Other: runny nose and upper airway congestion no cold or cough, Dad with flu last week	1	1.71740363605263E-07		
No compromise, Critical, Stenotic, Tracheostomy	1	1.71740363605263E-07		
No compromise, Other: Pt with occasional cough	1	1.71740363605263E-07		
Stridorous, Other: stridorous with activity	1	1.71740363605263E-07		
Stridorous, Other: + cough and expiratory wheeze, very hoarse	1	1.71740363605263E-07		
Stridorous, Other: + cough and expiratory wheeze	1	1.71740363605263E-07		
Other: outside hospital CXR revealed 20% collapse of L lobe	1	1.71740363605263E-07		
Other: no stridor noted while asleep and calm	1	1.71740363605263E-07		
No compromise, Other: soft C collar in place	1	1.71740363605263E-07		
Other: occlded airway at times with positioning	1	1.71740363605263E-07		
Other: incomplete cleft palate	1	1.71740363605263E-07		
Stridorous, Other: very coarse upper airway	1	1.71740363605263E-07		
Other: persistent dry cough. Sleeping with 2 pillows at home-no change. Episodes of hemoptysis at home, taking oxycodone to decrease the coughing. One episode of hemoptysis in clinic today. Mother met with Drs. Dharia and  Oneil.	1	1.71740363605263E-07		
No compromise, Other: has asthma doing well without complaints	1	1.71740363605263E-07		
Other: spit OA out, coughing; O2 sats maintained @ 100%.	1	1.71740363605263E-07		
Tenuous, Other: infant intubated by DR Jason Smithers	1	1.71740363605263E-07		
No compromise, Other: Has a cough that is unchanged in past week.	1	1.71740363605263E-07		
Stridorous, Other: improved slightly	1	1.71740363605263E-07		
Stridorous, Other: Surgical- trach stoma closed	1	1.71740363605263E-07		
Other: Trached, suctioned frequently	1	1.71740363605263E-07		
Positional, Other: neck roll placed	1	1.71740363605263E-07		
Stridorous, Other: per mom baseline stridorous at rest	1	1.71740363605263E-07		
Other: deep, productive cough, with clear phlegm	1	1.71740363605263E-07		
Stridorous, Other: stridorous with aggitation	1	1.71740363605263E-07		
No compromise, Other: allergies better today	1	1.71740363605263E-07		
Other: airway removed upon admit	1	1.71740363605263E-07		
Tracheostomy, Other: 4.5 Bivona cuffed	1	1.71740363605263E-07		
Other: wheezing on exam, no other s/s of compromise	1	1.71740363605263E-07		
Other: congested cough. Evaluated by PNP, likely post nasal drip. Benadryl at bedtime recommended	1	1.71740363605263E-07		
Critical, Other: tracheal stenosis	1	1.71740363605263E-07		
Other: mild stridor heard on inhale. positional?	1	1.71740363605263E-07		
No compromise, Cervical spine immobilized, Other: Symetrical chest rise.	1	1.71740363605263E-07		
Positional, Other: on 4 L NC overnight	1	1.71740363605263E-07		
No compromise, Edematous, Positional, Other: mild to mod. upper airway obstruction	1	1.71740363605263E-07		
No compromise, Other: s/p tracheopexy + bronchopexy	1	1.71740363605263E-07		
No compromise, Other: Difficult airway/difficult intubation	1	1.71740363605263E-07		
No compromise, Other: Slight intermittent cough	1	1.71740363605263E-07		
Stenotic, Other: less stridor	1	1.71740363605263E-07		
Other: Old tracheostomy site small fisutla, covered with gauze and Allyen 3000.  no drainage per mom.	1	1.71740363605263E-07		
Oropharyngeal airway, Other: slightly obstructive. neck roll tried without success, oral airway polaced.	1	1.71740363605263E-07		
Other: left foot	1	1.71740363605263E-07		
Positional, Other: obstructing- improves with jaw thrust	1	1.71740363605263E-07		
No compromise, Other: tracheoesophogeal fistula	1	1.71740363605263E-07		
No compromise, Patent, Tracheostomy, Other:	1	1.71740363605263E-07		
Other: s/p TEF repair, EA	1	1.71740363605263E-07		
Other: occasional obstruction, arrived from OR with oral airway, but then woke up	1	1.71740363605263E-07		
